events,relations,freq1,freq2,relSup1,relSup2,disprop
"(('A', 'c'), ('A', 'a'))",b,459,907,0.918,0.907,1.0121278941565601
"(('A', 'c'), ('A', 'a'))",o,230,447,0.46,0.447,1.029082774049217
"(('A', 'c'), ('B', 'a'))",c,237,491,0.474,0.491,0.9653767820773931
"(('A', 'c'), ('B', 'a'))",b,406,818,0.812,0.818,0.9926650366748168
"(('A', 'c'), ('B', 'a'))",o,295,576,0.59,0.576,1.0243055555555556
"(('A', 'c'), ('B', 'c'))",b,400,830,0.8,0.83,0.9638554216867471
"(('A', 'c'), ('B', 'c'))",o,282,555,0.564,0.555,1.016216216216216
"(('A', 'c'), ('B', 'c'))",c,239,430,0.478,0.43,1.111627906976744
"(('A', 'c'), ('C', 'a'))",c,239,462,0.478,0.462,1.0346320346320346
"(('A', 'c'), ('C', 'a'))",b,408,822,0.816,0.822,0.9927007299270073
"(('A', 'c'), ('C', 'a'))",o,265,563,0.53,0.563,0.9413854351687391
"(('A', 'c'), ('D', 'a'))",o,267,560,0.534,0.56,0.9535714285714285
"(('A', 'c'), ('D', 'a'))",b,399,841,0.798,0.841,0.948870392390012
"(('A', 'c'), ('D', 'a'))",c,233,487,0.466,0.487,0.9568788501026695
"(('A', 'c'), ('D', 'c'))",b,403,801,0.806,0.801,1.0062421972534332
"(('A', 'c'), ('D', 'c'))",o,313,580,0.626,0.58,1.0793103448275863
"(('A', 'c'), ('D', 'c'))",c,239,492,0.478,0.492,0.9715447154471545
"(('A', 'c'), ('E', 'c'))",o,282,575,0.564,0.575,0.9808695652173913
"(('A', 'c'), ('E', 'c'))",b,411,813,0.822,0.813,1.011070110701107
"(('A', 'c'), ('E', 'c'))",c,238,445,0.476,0.445,1.0696629213483146
"(('A', 'a'), ('A', 'a'))",b,390,779,0.78,0.779,1.0012836970474968
"(('A', 'a'), ('B', 'a'))",c,247,469,0.494,0.469,1.0533049040511728
"(('A', 'a'), ('B', 'a'))",o,279,594,0.558,0.594,0.9393939393939396
"(('A', 'a'), ('B', 'a'))",b,405,824,0.81,0.824,0.9830097087378642
"(('A', 'a'), ('B', 'c'))",o,304,612,0.608,0.612,0.9934640522875817
"(('A', 'a'), ('B', 'c'))",c,240,480,0.48,0.48,1.0
"(('A', 'a'), ('B', 'c'))",b,402,805,0.804,0.805,0.9987577639751553
"(('A', 'a'), ('C', 'a'))",c,248,483,0.496,0.483,1.0269151138716357
"(('A', 'a'), ('C', 'a'))",b,394,800,0.788,0.8,0.985
"(('A', 'a'), ('C', 'a'))",o,294,586,0.588,0.586,1.0034129692832765
"(('A', 'a'), ('C', 'c'))",o,297,578,0.594,0.578,1.027681660899654
"(('A', 'a'), ('C', 'c'))",b,416,824,0.832,0.824,1.0097087378640777
"(('A', 'a'), ('C', 'c'))",c,234,476,0.468,0.476,0.9831932773109244
"(('A', 'a'), ('D', 'c'))",o,278,577,0.556,0.577,0.9636048526863087
"(('A', 'a'), ('D', 'c'))",c,249,465,0.498,0.465,1.0709677419354837
"(('A', 'a'), ('D', 'c'))",b,409,815,0.818,0.815,1.003680981595092
"(('A', 'a'), ('E', 'c'))",c,248,469,0.496,0.469,1.0575692963752665
"(('A', 'a'), ('E', 'c'))",b,405,818,0.81,0.818,0.9902200488997557
"(('A', 'a'), ('E', 'c'))",o,297,583,0.594,0.583,1.0188679245283019
"(('A', 'a'), ('E', 'a'))",b,413,798,0.826,0.798,1.0350877192982455
"(('A', 'a'), ('E', 'a'))",c,253,485,0.506,0.485,1.043298969072165
"(('A', 'a'), ('E', 'a'))",o,297,556,0.594,0.556,1.068345323741007
"(('A', 'a'), ('A', 'c'))",b,460,920,0.92,0.92,1.0
